sigla_provincia;codice_istat;denominazione_ita_altra;denominazione_ita;denominazione_altra;flag_capoluogo;codice_belfiore;lat;lon;superficie_kmq;codice_sovracomunale
BS;017134;Paratico;Paratico;;NO;G327;45,6616033;9,9576200;6,1816;017
BS;017135;Paspardo;Paspardo;;NO;G354;46,0298835;10,3710638;11,1537;017
BS;017136;Passirano;Passirano;;NO;G361;45,5981604;10,0640274;13,3907;017
BS;017137;"Pavone del Mella";"Pavone del Mella";;NO;G391;45,3033246;10,2080486;11,6134;017
BS;017138;"San Paolo";"San Paolo";;NO;G407;45,3713005;10,0246218;18,8177;017
BS;017139;"Pertica Alta";"Pertica Alta";;NO;G474;45,7426584;10,3442924;20,9152;017
BS;017140;"Pertica Bassa";"Pertica Bassa";;NO;G475;45,7533440;10,3730407;30,1258;017
BS;017141;Pezzaze;Pezzaze;;NO;G529;45,7749413;10,2392164;21,4894;017
BS;017142;"Pian Camuno";"Pian Camuno";;NO;G546;45,8437283;10,1574811;10,9450;017
BS;017143;Pisogne;Pisogne;;NO;G710;45,8048131;10,1088982;49,2273;017
BS;017144;Polaveno;Polaveno;;NO;G779;45,6612042;10,1242484;9,2011;017
BS;017145;"Polpenazze del Garda";"Polpenazze del Garda";;NO;G801;45,5471938;10,5046351;9,1195;017
BS;017146;Pompiano;Pompiano;;NO;G815;45,4327860;9,9871550;15,2734;017
BS;017147;Poncarale;Poncarale;;NO;G818;45,4605171;10,1739626;12,6432;017
BS;017148;"Ponte di Legno";"Ponte di Legno";;NO;G844;46,2564891;10,5114591;100,4260;017
BS;017149;Pontevico;Pontevico;;NO;G859;45,2735997;10,0850301;29,2070;017
BS;017150;Pontoglio;Pontoglio;;NO;G869;45,5706298;9,8526524;11,0859;017
BS;017151;Pozzolengo;Pozzolengo;;NO;G959;45,4028612;10,6270948;21,3264;017
BS;017152;Pralboino;Pralboino;;NO;G977;45,2680966;10,2148817;17,1622;017
BS;017153;Preseglie;Preseglie;;NO;H043;45,6653532;10,3929300;11,4524;017
BS;017155;Prevalle;Prevalle;;NO;H055;45,5470618;10,4212165;9,9891;017
BS;017156;"Provaglio d'Iseo";"Provaglio d'Iseo";;NO;H078;45,6377841;10,0421498;16,1597;017
BS;017157;"Provaglio Val Sabbia";"Provaglio Val Sabbia";;NO;H077;45,6885853;10,4339283;14,8506;017
BS;017158;"Puegnago del Garda";"Puegnago del Garda";;NO;H086;45,5704793;10,5099115;10,9716;017
BS;017159;"Quinzano d'Oglio";"Quinzano d'Oglio";;NO;H140;45,3136885;10,0087226;21,4527;017
BS;017160;Remedello;Remedello;;NO;H230;45,2788984;10,3719640;21,4624;017
BS;017161;Rezzato;Rezzato;;NO;H256;45,5134187;10,3184925;18,2064;017
BS;017162;Roccafranca;Roccafranca;;NO;H410;45,4641478;9,9119847;19,1322;017
BS;017163;"Rodengo Saiano";"Rodengo Saiano";;NO;H477;45,6005948;10,1092960;12,8593;017
BS;017164;"Roè Volciano";"Roè Volciano";;NO;H484;45,6240172;10,4940402;5,8207;017
BS;017165;Roncadelle;Roncadelle;;NO;H525;45,5280683;10,1513088;9,3899;017
BS;017166;Rovato;Rovato;;NO;H598;45,5680921;9,9976380;26,0941;017
BS;017167;Rudiano;Rudiano;;NO;H630;45,4885241;9,8842323;9,8454;017
BS;017168;"Sabbio Chiese";"Sabbio Chiese";;NO;H650;45,6567709;10,4155328;18,4472;017
BS;017169;"Sale Marasino";"Sale Marasino";;NO;H699;45,7141013;10,1128875;16,5869;017
BS;017170;Salò;Salò;;NO;H717;45,6071451;10,5323116;27,3048;017
BS;017171;"San Felice del Benaco";"San Felice del Benaco";;NO;H838;45,5827585;10,5537724;20,2166;017
BS;017172;"San Gervasio Bresciano";"San Gervasio Bresciano";;NO;H865;45,3060226;10,1496704;10,5028;017
BS;017173;"San Zeno Naviglio";"San Zeno Naviglio";;NO;I412;45,4913482;10,2145537;6,2531;017
BS;017174;Sarezzo;Sarezzo;;NO;I433;45,6537910;10,2029771;17,6790;017
BS;017175;"Saviore dell'Adamello";"Saviore dell'Adamello";;NO;I476;46,0805051;10,3982077;84,2677;017
BS;017176;Sellero;Sellero;;NO;I588;46,0687366;10,3381184;14,4711;017
BS;017177;Seniga;Seniga;;NO;I607;45,2436159;10,1771603;13,5719;017
BS;017178;Serle;Serle;;NO;I631;45,5617507;10,3688675;18,4273;017
BS;017179;Sirmione;Sirmione;;NO;I633;45,4623202;10,6094685;26,2480;017
BS;017180;"Soiano del Lago";"Soiano del Lago";;NO;I782;45,5366778;10,5136330;5,7734;017
BS;017181;Sonico;Sonico;;NO;I831;46,1633289;10,3521123;60,8920;017
BS;017182;Sulzano;Sulzano;;NO;L002;45,6907467;10,1027822;10,4396;017
BS;017183;"Tavernole sul Mella";"Tavernole sul Mella";;NO;C698;45,7480845;10,2402485;19,8075;017
BS;017184;Temù;Temù;;NO;L094;46,2497680;10,4704718;43,2570;017
BS;017185;Tignale;Tignale;;NO;L169;45,7395252;10,7218510;45,8569;017
BS;017186;"Torbole Casaglia";"Torbole Casaglia";;NO;L210;45,5083158;10,1050264;13,4393;017
BS;017187;Toscolano-Maderno;Toscolano-Maderno;;NO;L312;45,6416831;10,6062475;58,1706;017
BS;017188;Travagliato;Travagliato;;NO;L339;45,5233823;10,0802190;17,7358;017
BS;017189;"Tremosine sul Garda";"Tremosine sul Garda";;NO;L372;45,7669664;10,7538110;72,6815;017
BS;017190;Trenzano;Trenzano;;NO;L380;45,4759571;10,0157115;20,1018;017
BS;017191;"Treviso Bresciano";"Treviso Bresciano";;NO;L406;45,7127510;10,4619966;17,7332;017
BS;017192;"Urago d'Oglio";"Urago d'Oglio";;NO;L494;45,5133406;9,8703536;10,6801;017
BS;017193;"Vallio Terme";"Vallio Terme";;NO;L626;45,6092339;10,3957802;14,8574;017
BS;017194;Valvestino;Valvestino;;NO;L468;45,7618515;10,5948237;31,1204;017
BS;017195;Verolanuova;Verolanuova;;NO;L777;45,3257798;10,0766529;25,7595;017
BS;017196;Verolavecchia;Verolavecchia;;NO;L778;45,3305251;10,0518126;21,0635;017
BS;017197;Vestone;Vestone;;NO;L812;45,7096126;10,4036957;12,9638;017
BS;017198;"Vezza d'Oglio";"Vezza d'Oglio";;NO;L816;46,2401370;10,4000816;54,1472;017
BS;017199;"Villa Carcina";"Villa Carcina";;NO;L919;45,6314273;10,1952722;14,2195;017
BS;017200;Villachiara;Villachiara;;NO;L923;45,3568768;9,9296057;16,8650;017
BS;017201;"Villanuova sul Clisi";"Villanuova sul Clisi";;NO;L995;45,6016703;10,4537094;9,1011;017
BS;017202;Vione;Vione;;NO;M065;46,2488249;10,4477983;35,2649;017
BS;017203;Visano;Visano;;NO;M070;45,3162635;10,3690838;11,2237;017
BS;017204;Vobarno;Vobarno;;NO;M104;45,6470038;10,4965582;53,2214;017
BS;017205;Zone;Zone;;NO;M188;45,7622084;10,1166138;19,6815;017
BS;017206;Piancogno;Piancogno;;NO;G549;45,9188162;10,2205143;14,3021;017
PV;018001;Alagna;Alagna;;NO;A118;45,1692847;8,8894522;8,3442;018
PV;018002;"Albaredo Arnaboldi";"Albaredo Arnaboldi";;NO;A134;45,1068325;9,2435075;8,7570;018
PV;018003;Albonese;Albonese;;NO;A171;45,2928530;8,7061279;4,3279;018
PV;018004;Albuzzano;Albuzzano;;NO;A175;45,1875481;9,2771775;15,4488;018
PV;018005;"Arena Po";"Arena Po";;NO;A387;45,0944320;9,3618697;22,4871;018
PV;018006;"Badia Pavese";"Badia Pavese";;NO;A538;45,1211743;9,4685490;5,0572;018
PV;018007;Bagnaria;Bagnaria;;NO;A550;44,8260717;9,1243389;16,6641;018
PV;018008;Barbianello;Barbianello;;NO;A634;45,0757026;9,2059973;11,7124;018
PV;018009;Bascapè;Bascapè;;NO;A690;45,3046469;9,3154215;13,3380;018
PV;018011;"Bastida Pancarana";"Bastida Pancarana";;NO;A712;45,0863030;9,0915536;12,5000;018
PV;018012;Battuda;Battuda;;NO;A718;45,2735783;9,0774076;7,1426;018
PV;018013;Belgioioso;Belgioioso;;NO;A741;45,1627375;9,3160264;24,6867;018
PV;018014;Bereguardo;Bereguardo;;NO;A792;45,2574486;9,0244955;17,8636;018
PV;018015;Borgarello;Borgarello;;NO;A989;45,2394306;9,1406891;4,8364;018
PV;018016;"Borgo Priolo";"Borgo Priolo";;NO;B028;44,9665058;9,1484105;28,8094;018
PV;018017;"Borgoratto Mormorolo";"Borgoratto Mormorolo";;NO;B030;44,9301101;9,1932211;16,1043;018
PV;018018;"Borgo San Siro";"Borgo San Siro";;NO;B038;45,2348379;8,9126928;17,6391;018
PV;018019;Bornasco;Bornasco;;NO;B051;45,2663794;9,2183550;12,9286;018
PV;018020;Bosnasco;Bosnasco;;NO;B082;45,0639979;9,3568954;4,8363;018
PV;018021;"Brallo di Pregola";"Brallo di Pregola";;NO;B117;44,7384499;9,2818906;46,1441;018
PV;018022;Breme;Breme;;NO;B142;45,1279025;8,6233204;18,8137;018
PV;018023;"Bressana Bottarone";"Bressana Bottarone";;NO;B159;45,0736421;9,1350806;12,6873;018
PV;018024;Broni;Broni;;NO;B201;45,0619693;9,2612981;20,8467;018
PV;018025;Calvignano;Calvignano;;NO;B447;44,9826696;9,1688433;6,9837;018
PV;018026;Campospinoso;Campospinoso;;NO;B567;45,0936042;9,2466949;3,6864;018
PV;018027;"Candia Lomellina";"Candia Lomellina";;NO;B587;45,1747378;8,5981645;27,8967;018
PV;018029;"Canneto Pavese";"Canneto Pavese";;NO;B613;45,0511568;9,2809802;5,8147;018
PV;018030;"Carbonara al Ticino";"Carbonara al Ticino";;NO;B741;45,1653180;9,0590497;14,7807;018
PV;018031;"Casanova Lonati";"Casanova Lonati";;NO;B929;45,0944157;9,2137360;4,6302;018
PV;018032;Casatisma;Casatisma;;NO;B945;45,0456877;9,1309639;5,4774;018
PV;018033;"Casei Gerola";"Casei Gerola";;NO;B954;45,0063063;8,9270731;24,8050;018
PV;018034;"Casorate Primo";"Casorate Primo";;NO;B988;45,3119272;9,0181390;9,7359;018
PV;018035;Cassolnovo;Cassolnovo;;NO;C038;45,3658308;8,8089459;31,7358;018
PV;018036;Castana;Castana;;NO;C050;45,0270248;9,2718980;5,2772;018
PV;018037;Casteggio;Casteggio;;NO;C053;45,0123980;9,1249487;17,6617;018
PV;018038;"Castelletto di Branduzzo";"Castelletto di Branduzzo";;NO;C157;45,0701867;9,0976664;11,7724;018
PV;018039;"Castello d'Agogna";"Castello d'Agogna";;NO;C184;45,2360065;8,6893785;10,7444;018
PV;018040;Castelnovetto;Castelnovetto;;NO;C213;45,2543773;8,6113990;18,2141;018
PV;018041;"Cava Manara";"Cava Manara";;NO;C360;45,1388744;9,1071057;17,2590;018
PV;018042;Cecima;Cecima;;NO;C414;44,8478108;9,0816860;10,1244;018
PV;018043;Ceranova;Ceranova;;NO;C484;45,2600141;9,2422605;4,5977;018
PV;018044;"Ceretto Lomellina";"Ceretto Lomellina";;NO;C508;45,2448215;8,6724128;7,3786;018
PV;018045;Cergnago;Cergnago;;NO;C509;45,1971732;8,7690863;13,5598;018
PV;018046;"Certosa di Pavia";"Certosa di Pavia";;NO;C541;45,2543468;9,1274166;10,8579;018
PV;018047;Cervesina;Cervesina;;NO;C551;45,0611730;9,0177590;12,4109;018
PV;018048;"Chignolo Po";"Chignolo Po";;NO;C637;45,1525153;9,4882052;23,3884;018
PV;018049;Cigognola;Cigognola;;NO;C684;45,0330934;9,2437713;7,8757;018
PV;018050;Cilavegna;Cilavegna;;NO;C686;45,3104323;8,7436772;18,0511;018
PV;018051;Codevilla;Codevilla;;NO;C813;44,9639970;9,0554950;12,9551;018
PV;018052;Confienza;Confienza;;NO;C958;45,3319184;8,5576023;26,8065;018
PV;018053;Copiano;Copiano;;NO;C979;45,1974791;9,3209068;4,3401;018
PV;018054;Corana;Corana;;NO;C982;45,0628848;8,9694905;12,8710;018
PV;018057;"Corvino San Quirico";"Corvino San Quirico";;NO;D081;45,0155620;9,1589225;4,3728;018
PV;018058;"Costa de' Nobili";"Costa de' Nobili";;NO;D109;45,1324210;9,3787899;11,8242;018
PV;018059;Cozzo;Cozzo;;NO;D127;45,1921259;8,6110973;17,6095;018
PV;018060;"Cura Carpignano";"Cura Carpignano";;NO;B824;45,2117956;9,2570704;11,0854;018
PV;018061;Dorno;Dorno;;NO;D348;45,1548543;8,9519547;30,5665;018
PV;018062;"Ferrera Erbognone";"Ferrera Erbognone";;NO;D552;45,1132852;8,8637691;19,1708;018
PV;018063;Filighera;Filighera;;NO;D594;45,1773418;9,3140723;8,2478;018
PV;018064;Fortunago;Fortunago;;NO;D732;44,9215930;9,1846855;17,8248;018
PV;018065;Frascarolo;Frascarolo;;NO;D771;45,0469011;8,6827985;24,1753;018
PV;018066;Galliavola;Galliavola;;NO;D873;45,0971837;8,8186262;9,2313;018
PV;018067;Gambarana;Gambarana;;NO;D892;45,0287335;8,7627975;11,7761;018
PV;018068;Gambolò;Gambolò;;NO;D901;45,2497998;8,8615853;51,7030;018
PV;018069;Garlasco;Garlasco;;NO;D925;45,1963850;8,9235376;39,1760;018
PV;018071;Gerenzago;Gerenzago;;NO;D980;45,2035574;9,3622049;5,4113;018
PV;018072;Giussago;Giussago;;NO;E062;45,2842958;9,1399374;24,7226;018
PV;018073;"Godiasco Salice Terme";"Godiasco Salice Terme";;NO;E072;44,8975690;9,0579721;20,6103;018
PV;018074;Golferenzo;Golferenzo;;NO;E081;44,9617555;9,3069685;4,4207;018
PV;018075;"Gravellona Lomellina";"Gravellona Lomellina";;NO;E152;45,3288521;8,7639962;20,3439;018
PV;018076;"Gropello Cairoli";"Gropello Cairoli";;NO;E195;45,1771779;8,9921476;26,2160;018
PV;018077;"Inverno e Monteleone";"Inverno e Monteleone";;NO;E310;45,1985823;9,3842643;9,6414;018
PV;018078;Landriano;Landriano;;NO;E437;45,3112849;9,2595871;15,5872;018
PV;018079;Langosco;Langosco;;NO;E439;45,2153345;8,5628439;15,8206;018
PV;018080;Lardirago;Lardirago;;NO;E454;45,2354389;9,2343757;5,3416;018
PV;018081;Linarolo;Linarolo;;NO;E600;45,1602124;9,2678855;13,1660;018
PV;018082;Lirio;Lirio;;NO;E608;44,9940107;9,2555359;1,7457;018
PV;018083;Lomello;Lomello;;NO;E662;45,1217667;8,7926524;22,3585;018
PV;018084;Lungavilla;Lungavilla;;NO;B387;45,0449046;9,0785878;6,8204;018
PV;018085;Magherno;Magherno;;NO;E804;45,2224514;9,3294956;5,2532;018
PV;018086;Marcignago;Marcignago;;NO;E934;45,2543542;9,0773690;10,1177;018
PV;018087;Marzano;Marzano;;NO;E999;45,2475880;9,2945764;9,2895;018
PV;018088;Mede;Mede;;NO;F080;45,0969380;8,7366136;32,8944;018
PV;018089;Menconico;Menconico;;NO;F122;44,7959454;9,2790612;28,1384;018
PV;018090;"Mezzana Bigli";"Mezzana Bigli";;NO;F170;45,0608793;8,8459606;19,0204;018
PV;018091;"Mezzana Rabattone";"Mezzana Rabattone";;NO;F171;45,0947054;9,0322926;7,0642;018
PV;018092;Mezzanino;Mezzanino;;NO;F175;45,1263866;9,2068132;12,5106;018
PV;018093;"Miradolo Terme";"Miradolo Terme";;NO;F238;45,1716359;9,4431700;9,5559;018
PV;018094;"Montalto Pavese";"Montalto Pavese";;NO;F417;44,9796095;9,2073355;19,0651;018
PV;018095;"Montebello della Battaglia";"Montebello della Battaglia";;NO;F440;44,9996991;9,1010073;15,7416;018
PV;018096;"Montecalvo Versiggia";"Montecalvo Versiggia";;NO;F449;44,9704020;9,2839867;11,4035;018
PV;018097;Montescano;Montescano;;NO;F638;45,0318023;9,2973354;2,4046;018
PV;018098;Montesegale;Montesegale;;NO;F644;44,9063687;9,1268967;14,9744;018
PV;018099;"Monticelli Pavese";"Monticelli Pavese";;NO;F670;45,1105066;9,5127402;20,1925;018
PV;018100;"Montù Beccaria";"Montù Beccaria";;NO;F701;45,0388337;9,3124184;15,4933;018
PV;018101;"Mornico Losana";"Mornico Losana";;NO;F739;45,0092180;9,2064709;8,2991;018
PV;018102;Mortara;Mortara;;NO;F754;45,2518398;8,7380653;51,9694;018
PV;018103;Nicorvo;Nicorvo;;NO;F891;45,2851490;8,6671885;8,0764;018
PV;018104;"Olevano di Lomellina";"Olevano di Lomellina";;NO;G021;45,2132192;8,7174748;15,3810;018
PV;018105;"Oliva Gessi";"Oliva Gessi";;NO;G032;45,0053316;9,1736267;3,9101;018
PV;018106;Ottobiano;Ottobiano;;NO;G194;45,1512716;8,8321528;24,9793;018
PV;018107;Palestro;Palestro;;NO;G275;45,3058435;8,5346774;18,8064;018
PV;018108;Pancarana;Pancarana;;NO;G304;45,0752287;9,0510646;6,1018;018
PV;018109;Parona;Parona;;NO;G342;45,2826156;8,7498184;9,3012;018
PV;018110;Pavia;Pavia;;SI;G388;45,1850937;9,1601572;63,2453;018
PV;018111;"Pietra de' Giorgi";"Pietra de' Giorgi";;NO;G612;45,0208244;9,2297646;11,2007;018
PV;018112;"Pieve Albignola";"Pieve Albignola";;NO;G635;45,1131266;8,9603134;18,1530;018
PV;018113;"Pieve del Cairo";"Pieve del Cairo";;NO;G639;45,0489735;8,8051010;25,1059;018
PV;018114;"Pieve Porto Morone";"Pieve Porto Morone";;NO;G650;45,1125098;9,4384574;16,3963;018
PV;018115;"Pinarolo Po";"Pinarolo Po";;NO;G671;45,0660292;9,1648143;11,3078;018
PV;018116;Pizzale;Pizzale;;NO;G720;45,0343128;9,0473148;7,0903;018
PV;018117;"Ponte Nizza";"Ponte Nizza";;NO;G851;44,8518701;9,0973700;22,9572;018
PV;018118;Portalbera;Portalbera;;NO;G895;45,0994067;9,3225955;4,4798;018
PV;018119;Rea;Rea;;NO;H204;45,1138690;9,1543400;2,1597;018
PV;018120;Redavalle;Redavalle;;NO;H216;45,0377308;9,2040177;5,4149;018
PV;018121;Retorbido;Retorbido;;NO;H246;44,9492256;9,0363454;11,6677;018
PV;018122;"Rivanazzano Terme";"Rivanazzano Terme";;NO;H336;44,9305283;9,0164472;28,9155;018
PV;018123;Robbio;Robbio;;NO;H369;45,2891186;8,5939575;40,5407;018
PV;018124;"Robecco Pavese";"Robecco Pavese";;NO;H375;45,0484201;9,1486543;6,9345;018
PV;018125;"Rocca de' Giorgi";"Rocca de' Giorgi";;NO;H396;44,9715822;9,2521665;10,4966;018
PV;018126;"Rocca Susella";"Rocca Susella";;NO;H450;44,9127556;9,0959654;12,7641;018
PV;018127;Rognano;Rognano;;NO;H491;45,2888182;9,0899221;9,3647;018
PV;018128;Romagnese;Romagnese;;NO;H505;44,8372256;9,3294808;29,7174;018
PV;018129;Roncaro;Roncaro;;NO;H527;45,2257293;9,2769236;5,0510;018
PV;018130;Rosasco;Rosasco;;NO;H559;45,2503045;8,5792724;19,5525;018
PV;018131;Rovescala;Rovescala;;NO;H614;45,0137448;9,3501270;8,4128;018
PV;018133;"San Cipriano Po";"San Cipriano Po";;NO;H799;45,1090875;9,2808622;8,5045;018
PV;018134;"San Damiano al Colle";"San Damiano al Colle";;NO;H814;45,0271198;9,3485722;6,4309;018
PV;018135;"San Genesio ed Uniti";"San Genesio ed Uniti";;NO;H859;45,2328507;9,1798733;9,2687;018
PV;018136;"San Giorgio di Lomellina";"San Giorgio di Lomellina";;NO;H885;45,1738080;8,7911179;25,4521;018
PV;018137;"San Martino Siccomario";"San Martino Siccomario";;NO;I014;45,1571602;9,1345198;14,2906;018
PV;018138;"Sannazzaro de' Burgondi";"Sannazzaro de' Burgondi";;NO;I048;45,1031629;8,9082898;23,3323;018
